Norm	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11
OTU_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0	0.000228	0.000139	0
OTU_148	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0.000397	0	0	0	0	0	0.00038	0.000174	0
OTU_149	0	0	0	0	0	0.000167	0	0	0.000161	0	0	0	0	0	0.000331	0	0	0	0.000242	0.000307	0.000456	0.000383	0
OTU_150	0	0	0	0	0.000215	0.000167	0.000172	0	0	0	0	0	0	0	0	0	0	0	0.000424	0.000844	0	0.000174	0
OTU_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0	0	0	0	0
OTU_152	0	0	0	0.000264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835	0.000871	0
OTU_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949	0.00101	0
OTU_154	0	0	0	0	0	0	0	0	0.000509	0	0	0	0	0	0	0	0	0	0.000849	0.00046	0	0.000139	0
OTU_155	0	0	0	0	0.0016	0	0	0	0	0.000107	0	0	0	0	0	0	0	0	0.000242	0	0	0	0
OTU_156	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0.000537	0	0	0
OTU_157	0	0	0.000193	0	0	0	0	0	0.000402	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0
OTU_158	0	0	0	0	0	0	0	0	0.000268	0	0	0	0	0	8.83E-05	0	0	0	0	0.00153	0	0	0
OTU_159	0	0	0	0	0	0	0	0	0.000348	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0
OTU_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0.000662	0
OTU_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0
OTU_164	0	0.000587	0.000991	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0
OTU_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000921	0.000228	0.000522	0
OTU_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163	0	0	0	0	0	0	0	0
OTU_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0
OTU_170	0	0	0	0	0	0	0	0	0	0	5.84E-05	0.000667	0.000869	0	0	0	0	0	0	0	0	0	0
OTU_171	0	0.00013	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
OTU_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177	0	0.00137	0	0	0	0	0	0
OTU_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0
OTU_176	0	0	0	0	0	0	0	0	0.000268	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0
OTU_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.00132	0
OTU_178	0	0	0	0	0.000143	0	0	0.000169	0	0	0	0	0	0	0	0	0	0	0.000364	0	0.00019	0.000592	0
OTU_179	0	0	0	0.000581	0	0	0	0	0	0.00012	0	0.000404	0.000348	0	0	0	0	0	0	0	0	0	0
OTU_180	0	0	0.000193	0	9.54E-05	0	0	0	0.000697	0	0	0	0	0	0.000464	0	0	0	0	0	0	0	0
OTU_181	0	0	0	0	9.54E-05	0	0	0	0.000322	0	5.84E-05	0	0	0	0	0	0	0	0	0.000307	0.000342	0.000313	0
OTU_182	0	0	0	0	0	0	0	0	0	5.34E-05	0	0	0.00029	0.000405	0.000287	0	0	0	0	0	0.00019	0.000174	0
OTU_184	0	0	0	0	0	0	0	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0.000418	0.000836	0
OTU_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532	0.000836	0
OTU_186	0	0	0	0	0	0	0	0.00135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_187	0	0	0	0	9.54E-05	0	0	0	0.000616	0	0	0	0	0	0.00064	0	0	0	0	0	0	0	0
OTU_189	0	0.000848	0.000385	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0
OTU_191	0	0.00013	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193	0	0	0	0	0	0.000167	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0.000844	0.000152	0	0
OTU_194	0	0	0	0	0.000119	0	0.000258	0.000212	0.000107	0	0	0	0	0	0.000331	0	0	0	0.000242	0	0	0	0
OTU_195	0	0	0	0	0.000119	0.000167	0	0	0.000134	0	0	0	0	0	0	0	0	0	0.000849	0	0	0	0
OTU_196	0	0	0.000661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000606	0	0	0	0
OTU_197	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_198	0	0.00013	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_201	0	0	0	0	0.000358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228	0.000627	0
OTU_202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0
OTU_204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456	0.000731	0
OTU_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155	0	0.00103	0	0	0	0	0	0
OTU_206	0	0	0	0	0.000477	0	0.000573	0	0	0	0	0	0.000116	0	0	0	0	0	0	0	0	0	0
OTU_207	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000617	0	0	0	0.000228	0.000209	0
OTU_208	0	0	0	0	0.000215	0.000293	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0.000152	0.000313	0
OTU_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456	0.000697	0
OTU_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0
OTU_211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0
OTU_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0	0	0	0
OTU_213	0	0	0	0	0	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424	0.000384	0.000152	0.000174	0
OTU_216	0	0	0	0	0	0	0.00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0.000348	0
OTU_218	0	0	0.00011	0	0	0	0	0	0.000134	0	0	0	0	0	0	0	0	0	0.000242	0.000614	0	0	0
OTU_219	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_220	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_221	0	0	0.000165	0	9.54E-05	0.000167	0	0	0.000107	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0.000453	0
OTU_225	0	0	0	0	0	0	0.000659	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0
OTU_226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0.000279	0
OTU_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0
OTU_228	0	0	0	0	0	0	0.000344	0	0	0	0	0	0	0	0	0	0.000685	0	0	0	0	0	0
OTU_229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0.000453	0
OTU_230	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0
OTU_232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274	0	0.000727	0	0	0	0
OTU_234	0	0	0	0	0	0	0	0	0.000241	0	0	0	0	0	0.000729	0	0	0	0	0	0	0	0
OTU_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000684	0	0.000274	0	0	0	0	0	0
OTU_237	0	0	0.000358	0	0	0.00046	0	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_238	0	0.000261	0.000606	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_240	0	0	0	0	9.54E-05	0	0.000831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0.000348	0
OTU_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456	0.000453	0
OTU_243	0	0	0	0	9.54E-05	0	0.000803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000883	0	0	0	0	0	0	0	0
OTU_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418	0.000453	0
OTU_247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000537	0.00019	0.000139	0
OTU_248	0	0	0.00011	0	0.000668	0	0	0	0	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0	0
OTU_249	0	0	0	0	0.000596	0	0	0	0.000268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000861	0	0	0	0	0	0	0	0
OTU_251	0	0	0.00011	0	0.000119	0.000167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0.000152	0	0
OTU_252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000849	0	0	0	0
OTU_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000849	0	0	0	0
OTU_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000822	0	0	0	0	0	0
OTU_256	0	0	0	0	0	0	0	0	0.000214	0	0	0	0	0	0	0	0	0	0.000606	0	0	0	0
OTU_257	0	0	0	0	0	0	0	0	0.000804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000795	0	0	0	0	0	0	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000795	0	0	0	0	0	0	0	0
OTU_261	0	0	0	0	0	0	0.000487	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000788	0	0	0	0
OTU_264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0	0.000696
OTU_265	0	0	0	0	0	0	0.000774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_266	0	0	0.00011	0	0	0	0	0	0	0	0	8.08E-05	0.000261	0	0	0	0	0	0	0.000307	0	0	0
OTU_267	0	0	0	0	0	0.000753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_268	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_269	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0.000667	0	0	0	0
OTU_270	0	0.000196	0.000413	0	0	0	0	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_271	0	0	0	0	0	0	0.000602	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_272	0	0	0	0	0	0.000418	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0.000418	0
OTU_275	0	0	0	0	0	0	0	0	0	0	0	0.000202	0.000521	0	0	0	0	0	0	0	0	0	0
OTU_276	0	0	0	0	0	0	0	0	0.000723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000722	0	0
OTU_278	0	0	0	0	0	0	0	0	0	0	0	0	0.000116	0	0	0	0	0	0	0.000384	0	0.000209	0
OTU_280	0	0	0	0	0.00062	0	0	0	0	8.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456	0.000244	0
OTU_282	0	0	0	0	0	0.000251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0.000139	0
OTU_283	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000692	0	0	0	0	0	0	0	0	0
OTU_284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000691	0	0	0
OTU_285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000691	0	0	0
OTU_286	0	0	0	0	9.54E-05	0.000334	0.000115	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0.00013	0.000193	0	0.000215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0
OTU_289	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0.000557
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000667	0	0	0	0
OTU_293	0	0	0	0	0	0	0	0	0.000322	0	0	0	0	0	0	0	0.000343	0	0	0	0	0	0
OTU_295	0	0	0	0	0	0.000418	0	0	0	0	0	0	0	0	0	0	0	0	0.000242	0	0	0	0
OTU_296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000485	0	0	0.000174	0
OTU_298	0	0	0.000138	0	0	0	0	0	0.000134	0	0	0	0.00029	0	8.83E-05	0	0	0	0	0	0	0	0
OTU_299	0	0	0	0	0	0	0.000373	0	0	0	0	0	0	0	0	0	0.000274	0	0	0	0	0	0
OTU_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0	0	0	0	0	0	0	0
OTU_301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.000488	0
OTU_302	0	0	0	0	0	0	0	0	0.000134	0	5.84E-05	0	0	0	0	0	0	0	0	0.000307	0	0.000139	0
OTU_303	0	0.000163	0.000468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000618	0	0	0	0	0	0	0	0
OTU_306	0	0	0.000413	0	0	0	0	0	0.000107	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0	0
OTU_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0.000418	0
OTU_309	0	0	0	0	0	0	0.000229	0	0	0	0	0	0	0	0.000375	0	0	0	0	0	0	0	0
OTU_310	0	0	0	0	0	0	0	0.000508	0	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0	0
OTU_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456	0.000139	0
OTU_312	0	0.000456	0.000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_313	0	0	0	0	0	0	0	0	0	0	0	0	0.000579	0	0	0	0	0	0	0	0	0	0
OTU_314	0	0	0	0	0	0	0	0	0.000161	6.68E-05	0	0	0	0	0.000199	0	0	0	0	0	0.000152	0	0
OTU_316	0	0.00013	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_318	0	0	0.00011	0.000317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0
OTU_319	0	0	0	0	0	0.000418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0
OTU_320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552	0	0	0	0	0	0	0	0
OTU_321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546	0	0	0	0
OTU_322	0	0	0	0	0	0	0.000545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_323	0	0	0.00033	0	0	0	0	0	0.000214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000537	0	0	0
OTU_328	0	0	0	0	0	0	0	0	0.000536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_329	0	0	0	0.000528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_330	0	0	0	0	0	0	0	0.000169	0	0	0	0.000182	0.000174	0	0	0	0	0	0	0	0	0	0
OTU_331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384	0	0.000139	0
OTU_332	0	0	0	0	0	0	0	0	0.000402	0	0	0	0.000116	0	0	0	0	0	0	0	0	0	0
OTU_333	0	0	0	0	0.000143	0	0.000373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000508	0	0	0	0	0	0	0	0
OTU_335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000508	0	0	0	0	0	0	0	0
OTU_337	0	0.00013	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0.000152	0.000139	0
OTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.000348	0
OTU_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000494	0	0
OTU_340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199	0	0	0	0	0	0.000152	0.000139	0
OTU_341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000486	0	0	0	0	0	0	0	0
OTU_342	0	0	0	0	0	0	0.000143	0.000339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266	0.000209	0
OTU_344	0	0	0.000165	0	0	0	0	0	0	0	0	0	0	0	0.000309	0	0	0	0	0	0	0	0
OTU_346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0.000279	0
OTU_348	0	0	0.000358	0	0	0	0	0	0.000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000464	0	0	0	0	0	0	0	0
OTU_350	0	0	0	0	0	0	0.000115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348	0
OTU_351	0	0	0	0	0	0	0.000459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	0	0	0	0	0	0	0.000172	0	0	0	0	0	0	0	0	0	0.000274	0	0	0	0	0	0
OTU_353	0	0	0	0	0	0	0	0.000339	0.000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442	0	0	0	0	0	0	0	0
OTU_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442	0	0	0	0	0	0	0	0
OTU_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266	0.000174	0
OTU_357	0	0	0	0	0	0	0	0	0	6.68E-05	0	0	0.000145	0	0	0	0	0	0	0	0.000228	0	0
OTU_358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439	0	0	0	0	0	0	0	0	0
OTU_359	0	0	0	0	0	0	0.000115	0	0	0	0.000131	0	0	0	0	0	0	0	0	0	0.00019	0	0
OTU_360	0	0.00013	0.000303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_361	0	0	0.00011	0	0	0	0	0	0.000268	5.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_362	0	0.000293	0.000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_363	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_364	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_365	0	0	0	0	0	0	0	0	0.000429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_366	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0.000348	0	0	0	0	0	0	0	0	0	0
OTU_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424	0	0	0	0
OTU_368	0	0	0	0	0	0.000418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418	0	0
OTU_370	0	0	0	0	0	0	0	0	0.000214	0	0	0	0	0	0.000199	0	0	0	0	0	0	0	0
OTU_371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411	0	0	0	0	0	0
OTU_372	0	0	0.000193	0	0	0	0	0	0.000107	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0
OTU_373	0	0	0	0	0	0	0	0	0	0	0	0.000101	0.000116	0	0	0	0	0	0	0	0.00019	0	0
OTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397	0	0	0	0	0	0	0	0
OTU_380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397	0	0	0	0	0	0	0	0
OTU_381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384	0	0	0
OTU_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384	0	0	0
OTU_383	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75E-05	0.000177	0	0	0	0	0	0	0.000139	0
OTU_384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383	0
OTU_385	0	0	0	0	0.000382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_386	0	0	0	0	0	0	0	0.000381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0
OTU_389	0	0	0	0	0	0	0	0.000169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209	0
OTU_390	0	0.00013	0.00011	0	0	0	0	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_391	0	0	0	0	0	0	0.000373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228	0.000139	0
OTU_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228	0.000139	0
OTU_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364	0	0	0	0
OTU_395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353	0	0	0	0	0	0	0	0
OTU_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353	0	0	0	0	0	0	0	0
OTU_397	0	0	0	0	0	0.000251	0	0	0	0	0	0	0	0	8.83E-05	0	0	0	0	0	0	0	0
OTU_398	0	0	0	0	0	0	0	0.000339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331	0	0	0	0	0	0	0	0
OTU_404	0	0	0	0	0	0	0	0	0.000322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_405	0	0	0	0	0	0	0	0	0.000322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313	0
OTU_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313	0
OTU_408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309	0	0	0	0	0	0	0	0
OTU_409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309	0	0	0	0	0	0	0	0
OTU_410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307	0	0	0
OTU_417	0	0	0	0	0	0	0.000172	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_418	0	0	0	0	0	0	0	0	0.000107	0	0	0	0	0	0.000199	0	0	0	0	0	0	0	0
OTU_419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304	0	0
OTU_420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303	0	0	0	0
OTU_421	0	0	0.000303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_422	0	0	0.000303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_423	0	0	0.000248	0	0	0	0	0	0	5.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_424	0	0	0	0	0	0	0	0.000296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_425	0	0	0	0	0	0	0	0	0.000295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_426	0	0	0	0	0	0	0	0	0.000295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.000139	0
OTU_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.000139	0
OTU_429	0	0	0.000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0	0
OTU_430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287	0	0	0	0	0	0	0	0
OTU_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287	0	0	0	0	0	0	0	0
OTU_432	0	0	0.000138	0	0	0	0.000143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
